
Active Connections

  Proto  Local Address          Foreign Address        State
  TCP    127.0.0.1:9993         127.0.0.1:61299        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61302        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61303        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61305        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61306        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61309        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61310        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61313        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61314        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61316        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61317        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61319        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61320        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61325        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61326        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61328        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61329        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61332        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61333        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61336        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61337        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61339        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61340        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61345        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61346        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61349        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61350        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61352        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61353        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61356        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61357        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61360        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61361        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61363        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61364        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61369        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61370        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61373        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61374        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61376        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61377        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61380        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61381        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61384        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61385        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61388        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61389        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61391        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61392        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61395        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61396        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61398        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61399        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61402        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61403        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61408        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61409        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61418        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61419        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61422        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61423        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61426        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61427        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61433        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61434        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61436        TIME_WAIT
  TCP    127.0.0.1:9993         127.0.0.1:61437        TIME_WAIT
  TCP    127.0.0.1:17600        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:27017        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:40107        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:45375        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:45654        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:49682        127.0.0.1:49683        ESTABLISHED
  TCP    127.0.0.1:49683        127.0.0.1:49682        ESTABLISHED
  TCP    127.0.0.1:49684        127.0.0.1:49685        ESTABLISHED
  TCP    127.0.0.1:49685        127.0.0.1:49684        ESTABLISHED
  TCP    127.0.0.1:49756        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:49759        127.0.0.1:65001        ESTABLISHED
  TCP    127.0.0.1:49828        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:49848        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:50781        127.0.0.1:50782        ESTABLISHED
  TCP    127.0.0.1:50782        127.0.0.1:50781        ESTABLISHED
  TCP    127.0.0.1:57541        127.0.0.1:57542        ESTABLISHED
  TCP    127.0.0.1:57542        127.0.0.1:57541        ESTABLISHED
  TCP    127.0.0.1:60284        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:60284        127.0.0.1:60285        ESTABLISHED
  TCP    127.0.0.1:60284        127.0.0.1:60287        ESTABLISHED
  TCP    127.0.0.1:60285        127.0.0.1:60284        ESTABLISHED
  TCP    127.0.0.1:60287        127.0.0.1:60284        ESTABLISHED
  TCP    127.0.0.1:61435        127.0.0.1:28194        SYN_SENT
  TCP    127.0.0.1:61672        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:61956        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:61956        127.0.0.1:61961        ESTABLISHED
  TCP    127.0.0.1:61961        127.0.0.1:61956        ESTABLISHED
  TCP    127.0.0.1:63747        127.0.0.1:9010         ESTABLISHED
  TCP    127.0.0.1:63752        127.0.0.1:9100         ESTABLISHED
  TCP    127.0.0.1:63969        127.0.0.1:9010         ESTABLISHED
  TCP    127.0.0.1:65001        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:65001        127.0.0.1:49759        ESTABLISHED
  TCP    172.24.96.1:139        0.0.0.0:0              LISTENING
  TCP    172.24.96.1:9993       0.0.0.0:0              LISTENING
  TCP    172.24.96.1:63084      0.0.0.0:0              LISTENING
  TCP    172.24.96.1:63085      0.0.0.0:0              LISTENING
  TCP    172.28.28.18:139       0.0.0.0:0              LISTENING
  TCP    192.168.0.15:139       0.0.0.0:0              LISTENING
  TCP    192.168.0.15:9993      0.0.0.0:0              LISTENING
  TCP    192.168.0.15:49488     20.90.156.32:443       ESTABLISHED
  TCP    192.168.0.15:50219     3.211.176.27:443       ESTABLISHED
  TCP    192.168.0.15:50766     40.100.174.18:443      ESTABLISHED
  TCP    192.168.0.15:51030     34.120.83.142:443      ESTABLISHED
  TCP    192.168.0.15:51267     34.120.83.142:443      ESTABLISHED
  TCP    192.168.0.15:51582     216.58.212.229:443     TIME_WAIT
  TCP    192.168.0.15:51717     157.240.225.60:443     ESTABLISHED
  TCP    192.168.0.15:52545     64.233.184.188:5228    ESTABLISHED
  TCP    192.168.0.15:52731     104.18.18.102:443      ESTABLISHED
  TCP    192.168.0.15:54093     54.88.223.188:443      ESTABLISHED
  TCP    192.168.0.15:54096     34.200.86.207:443      ESTABLISHED
  TCP    192.168.0.15:54097     34.200.86.207:443      ESTABLISHED
  TCP    192.168.0.15:55411     192.99.44.195:443      ESTABLISHED
  TCP    192.168.0.15:56615     52.111.242.2:443       ESTABLISHED
  TCP    192.168.0.15:58677     104.18.19.102:443      ESTABLISHED
  TCP    192.168.0.15:58727     52.123.159.19:443      ESTABLISHED
  TCP    192.168.0.15:58730     52.109.28.120:443      ESTABLISHED
  TCP    192.168.0.15:58848     52.112.238.125:443     ESTABLISHED
  TCP    192.168.0.15:58855     13.107.42.20:443       ESTABLISHED
  TCP    192.168.0.15:59216     52.97.202.82:443       ESTABLISHED
  TCP    192.168.0.15:59378     13.107.42.20:443       ESTABLISHED
  TCP    192.168.0.15:60170     151.101.193.69:443     ESTABLISHED
  TCP    192.168.0.15:60282     35.186.224.25:443      ESTABLISHED
  TCP    192.168.0.15:60423     20.90.152.133:443      ESTABLISHED
  TCP    192.168.0.15:60763     162.125.21.3:443       ESTABLISHED
  TCP    192.168.0.15:60807     40.79.197.35:443       TIME_WAIT
  TCP    192.168.0.15:60829     216.58.201.99:443      TIME_WAIT
  TCP    192.168.0.15:60865     185.199.110.154:443    ESTABLISHED
  TCP    192.168.0.15:60871     185.199.110.154:443    ESTABLISHED
  TCP    192.168.0.15:60877     185.199.111.133:443    ESTABLISHED
  TCP    192.168.0.15:60878     185.199.111.133:443    ESTABLISHED
  TCP    192.168.0.15:60894     140.82.114.26:443      ESTABLISHED
  TCP    192.168.0.15:60900     140.82.121.6:443       ESTABLISHED
  TCP    192.168.0.15:60965     152.199.19.161:443     TIME_WAIT
  TCP    192.168.0.15:60994     162.125.21.2:443       ESTABLISHED
  TCP    192.168.0.15:61043     13.33.52.10:443        ESTABLISHED
  TCP    192.168.0.15:61046     13.33.52.10:443        ESTABLISHED
  TCP    192.168.0.15:61080     162.125.64.13:443      ESTABLISHED
  TCP    192.168.0.15:61081     13.69.239.73:443       TIME_WAIT
  TCP    192.168.0.15:61089     2.18.100.141:443       ESTABLISHED
  TCP    192.168.0.15:61108     185.199.109.133:443    ESTABLISHED
  TCP    192.168.0.15:61109     13.107.246.64:443      ESTABLISHED
  TCP    192.168.0.15:61113     104.18.12.243:443      ESTABLISHED
  TCP    192.168.0.15:61115     52.113.194.132:443     ESTABLISHED
  TCP    192.168.0.15:61120     20.60.241.107:443      ESTABLISHED
  TCP    192.168.0.15:61128     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61130     13.107.136.8:443       TIME_WAIT
  TCP    192.168.0.15:61132     13.107.136.254:443     TIME_WAIT
  TCP    192.168.0.15:61139     172.217.169.42:443     ESTABLISHED
  TCP    192.168.0.15:61140     142.250.187.234:443    ESTABLISHED
  TCP    192.168.0.15:61142     172.217.169.42:443     ESTABLISHED
  TCP    192.168.0.15:61146     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61147     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61152     52.113.194.132:443     ESTABLISHED
  TCP    192.168.0.15:61156     13.69.239.73:443       TIME_WAIT
  TCP    192.168.0.15:61161     52.178.17.2:443        TIME_WAIT
  TCP    192.168.0.15:61162     40.79.197.35:443       ESTABLISHED
  TCP    192.168.0.15:61171     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61172     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61173     13.107.42.20:443       ESTABLISHED
  TCP    192.168.0.15:61174     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61175     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61179     20.189.173.12:443      TIME_WAIT
  TCP    192.168.0.15:61183     20.189.173.15:443      ESTABLISHED
  TCP    192.168.0.15:61184     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61185     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61186     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61187     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61189     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61190     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61222     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61223     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61228     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61229     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61230     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61231     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61232     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61233     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61235     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61237     216.58.201.99:443      ESTABLISHED
  TCP    192.168.0.15:61238     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61242     172.217.16.225:443     ESTABLISHED
  TCP    192.168.0.15:61243     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61245     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61246     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61251     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61252     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61253     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61254     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61255     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61257     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61258     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61259     142.250.179.234:443    TIME_WAIT
  TCP    192.168.0.15:61260     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61261     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61262     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61263     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61264     199.232.52.193:443     ESTABLISHED
  TCP    192.168.0.15:61270     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61271     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61272     192.0.73.2:443         TIME_WAIT
  TCP    192.168.0.15:61273     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61274     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61275     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61276     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61277     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61278     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61280     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61281     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61296     51.143.213.1:443       ESTABLISHED
  TCP    192.168.0.15:61297     52.123.134.85:443      ESTABLISHED
  TCP    192.168.0.15:61322     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61323     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61342     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61343     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61355     20.50.73.10:443        ESTABLISHED
  TCP    192.168.0.15:61365     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61366     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61386     52.24.134.35:443       ESTABLISHED
  TCP    192.168.0.15:61405     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61406     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61410     2.17.113.129:443       ESTABLISHED
  TCP    192.168.0.15:61411     2.17.113.129:443       ESTABLISHED
  TCP    192.168.0.15:61412     2.17.113.129:443       ESTABLISHED
  TCP    192.168.0.15:61413     13.107.6.158:443       ESTABLISHED
  TCP    192.168.0.15:61414     52.182.143.210:443     ESTABLISHED
  TCP    192.168.0.15:61415     20.189.173.2:443       ESTABLISHED
  TCP    192.168.0.15:61416     20.199.58.43:443       ESTABLISHED
  TCP    192.168.0.15:61428     20.50.73.10:443        TIME_WAIT
  TCP    192.168.0.15:61430     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61431     194.168.4.100:53       TIME_WAIT
  TCP    192.168.0.15:61432     216.58.212.229:443     ESTABLISHED
  TCP    192.168.0.15:61686     104.244.42.1:443       ESTABLISHED
  TCP    192.168.0.15:63084     0.0.0.0:0              LISTENING
  TCP    192.168.0.15:63085     0.0.0.0:0              LISTENING
  TCP    192.168.0.15:63477     51.140.189.52:443      ESTABLISHED
  TCP    192.168.0.15:63478     52.114.76.234:443      ESTABLISHED
  TCP    192.168.0.15:63589     216.58.212.234:443     ESTABLISHED
  TCP    192.168.0.15:63626     192.168.0.10:8009      ESTABLISHED
  TCP    192.168.0.15:63982     104.199.65.124:4070    ESTABLISHED
  TCP    192.168.0.15:63995     192.168.0.10:8009      ESTABLISHED
  TCP    192.168.0.15:64113     3.220.234.14:443       ESTABLISHED
  TCP    192.168.0.15:64136     35.186.224.47:443      ESTABLISHED
  TCP    192.168.0.15:64168     3.220.234.14:443       ESTABLISHED
  TCP    192.168.0.15:64173     3.220.234.14:443       ESTABLISHED
  TCP    192.168.0.15:64181     35.186.224.47:443      ESTABLISHED
  TCP    192.168.0.15:64187     104.18.19.102:443      ESTABLISHED
  TCP    192.168.0.15:64448     20.90.152.133:443      ESTABLISHED
  TCP    192.168.0.15:64457     35.186.224.47:443      ESTABLISHED
  TCP    192.168.0.15:64459     162.159.129.235:443    ESTABLISHED
  TCP    192.168.0.15:64675     34.237.73.95:443       ESTABLISHED
  TCP    192.168.0.15:65206     51.104.30.139:8883     ESTABLISHED
  TCP    [::]:135               [::]:0                 LISTENING
  TCP    [::]:445               [::]:0                 LISTENING
  TCP    [::]:554               [::]:0                 LISTENING
  TCP    [::]:2869              [::]:0                 LISTENING
  TCP    [::]:3306              [::]:0                 LISTENING
  TCP    [::]:3389              [::]:0                 LISTENING
  TCP    [::]:5432              [::]:0                 LISTENING
  TCP    [::]:7680              [::]:0                 LISTENING
  TCP    [::]:10243             [::]:0                 LISTENING
  TCP    [::]:17500             [::]:0                 LISTENING
  TCP    [::]:33060             [::]:0                 LISTENING
  TCP    [::]:49664             [::]:0                 LISTENING
  TCP    [::]:49665             [::]:0                 LISTENING
  TCP    [::]:49667             [::]:0                 LISTENING
  TCP    [::]:49668             [::]:0                 LISTENING
  TCP    [::]:49669             [::]:0                 LISTENING
  TCP    [::]:49670             [::]:0                 LISTENING
  TCP    [::]:49707             [::]:0                 LISTENING
  TCP    [::1]:1434             [::]:0                 LISTENING
  TCP    [::1]:3000             [::]:0                 LISTENING
  TCP    [::1]:6049             [::]:0                 LISTENING
  TCP    [::1]:7679             [::]:0                 LISTENING
  TCP    [::1]:9993             [::]:0                 LISTENING
  TCP    [::1]:24678            [::]:0                 LISTENING
  TCP    [::1]:42050            [::]:0                 LISTENING
  TCP    [::1]:49671            [::]:0                 LISTENING
  UDP    0.0.0.0:53             *:*                    
  UDP    0.0.0.0:123            *:*                    
  UDP    0.0.0.0:1900           *:*                    
  UDP    0.0.0.0:1900           *:*                    
  UDP    0.0.0.0:1900           *:*                    
  UDP    0.0.0.0:3389           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:5004           *:*                    
  UDP    0.0.0.0:5004           *:*                    
  UDP    0.0.0.0:5005           *:*                    
  UDP    0.0.0.0:5005           *:*                    
  UDP    0.0.0.0:5050           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5355           *:*                    
  UDP    0.0.0.0:17500          *:*                    
  UDP    0.0.0.0:45769          *:*                    
  UDP    0.0.0.0:49665          *:*                    
  UDP    0.0.0.0:50223          *:*                    
  UDP    0.0.0.0:52513          142.250.200.42:443     
  UDP    0.0.0.0:53806          142.250.200.42:443     
